timestamp,x,y,button,action
3.6110904216766357,235,900,left,click
5.985391139984131,2306,1324,left,click
6.085391139984131,2306,1324,left,click
64.05436420440674,61,69,left,click
69.01433730125427,1501,1101,left,click
73.43712401390076,2483,40,left,click
